item_id,name,count
47922,Supratidal Entropic Disintegrator II,25
488,280mm Howitzer Artillery I,25
8641,Large S95a Scoped Remote Shield Booster,25
8748,Photonic Upgraded Co-Processor,25
9622,Compact EM Shield Hardener,25
11229,Energized Explosive Membrane II,24
14172,Dark Blood Heavy Capacitor Booster,24
14286,350mm Prototype Gauss Gun,24
19284,Pith X-Type Thermal Shield Hardener,24
20351,800mm Steel Plates II,24
27405,Caldari Navy Inferno Heavy Assault Missile,24
27419,Caldari Navy Mjolnir Heavy Assault Missile,24
27423,Caldari Navy Inferno Cruise Missile,24
29013,Scan Resolution Dampening Script,24
2937,Dual 180mm AutoCannon II,24
31091,Medium Salvage Tackle II,24
31924,Republic Fleet Small Shield Extender,24
31926,Caldari Navy Medium Shield Extender,24
31990,Navy Cap Booster 150,24
34828,Jackdaw,24
42685,Sunesis,24
45623,Legion Core - Augmented Antimatter Reactor,24
462,Mega Pulse Laser I,24
52252,Ikitursa,24
5302,Phased Muon Scoped Sensor Dampener,24
6159,Alumel-Wired Enduring Sensor Booster,24
7293,150mm Compressed Coil Gun I,24
9141,425mm Medium Prototype Automatic Cannon,24
10155,Improved Blue Pill Booster,23
12826,Gleam M,23
13249,Zainou 'Deadeye' Rapid Launch RL-1003,23
15510,Valkyrie I,23
19288,Pith X-Type Kinetic Shield Hardener,23
19335,Core X-Type 500MN Microwarpdrive,23
24493,Mjolnir Javelin Heavy Assault Missile,23
24513,Scourge Precision Heavy Missile,23
26082,Large Thermal Shield Reinforcer I,23
262,Multifrequency L,23
26912,Small Remote Armor Repairer II,23
27333,Caldari Navy Scourge Rocket,23
27401,Caldari Navy Nova Heavy Assault Missile,23
31586,Small Bay Loading Accelerator I,23
32872,Algos,23
33176,Scan Acquisition Array I,23
3887,Co-Processor I,23
41032,Denny Enduring Omnidirectional Tracking Link,23
43694,'Augmented' Mining Drone,23
45592,Proteus Defensive - Covert Reconfiguration,23
45998,Agency 'Pyrolancea' DB3 Dose I,23
5137,Small Knave Scoped Energy Nosferatu,23
54975,Vorton Tuning System II,23
6296,F-89 Compact Signal Amplifier,23
8025,Limited 'Limos' Rapid Light Missile Launcher,23
8579,Medium Murky Compact Remote Shield Booster,23
9207,650mm Medium 'Scout' Artillery I,23
13924,Dread Guristas Torpedo Launcher,22
13998,Domination Multispectrum Shield Hardener,22
1445,Capacitor Power Relay I,22
16447,Medium Solace Scoped Remote Armor Repairer,22
17930,Worm,22
18985,Coreli A-Type Small Remote Armor Repairer,22
192,Phased Plasma M,22
22977,Federation Navy Antimatter Charge M,22
23031,Caldari Navy Thorium Charge M,22
23709,Medium Armor Maintenance Bot I,22
24515,Inferno Precision Heavy Missile,22
24702,Hurricane,22
2547,Kinetic Shield Amplifier II,22
25890,Large Kinetic Armor Reinforcer I,22
26072,Large Cargohold Optimization I,22
28296,'Augmented' Valkyrie,22
3049,Mega Beam Laser II,22
31015,Small Explosive Armor Reinforcer II,22
3106,Dual 150mm Railgun II,22
31159,Small Hyperspatial Velocity Optimizer I,22
31454,Small Energy Collision Accelerator I,22
31538,Small Hybrid Collision Accelerator I,22
31598,Small Hydraulic Bay Thrusters I,22
31902,Federation Navy 1600mm Steel Plates,22
32047,Medium Drone Mining Augmentor II,22
3285,Quad Light Beam Laser II,22
34280,Polarized Heavy Neutron Blaster,22
3598,Medium Remote Shield Booster II,22
41055,Heavy Karelin Scoped Stasis Grappler,22
42831,Mining Equipment Preservation Charge,22
42838,Evasive Maneuvers Charge,22
47887,Tetryon Exotic Plasma L,22
605,Heron,22
627,Thorax,22
6863,Focused Modulated Medium Energy Beam I,22
6923,Heavy Modulated Pulse Energy Beam I,22
11393,Retribution,21
12822,Aurora M,21
13237,Eifyr and Co. 'Rogue' Navigation NN-603,21
15889,Caldari Navy Warp Disruptor,21
16433,Small I-ax Enduring Remote Armor Repairer,21
19023,Centum C-Type Medium Armor Repairer,21
20121,High-grade Crystal Alpha,21
20157,High-grade Crystal Beta,21
20158,High-grade Crystal Gamma,21
21918,Republic Fleet Phased Plasma L,21
22112,Mid-grade Crystal Omega,21
23097,Imperial Navy Standard M,21
23719,Light Shield Maintenance Bot I,21
24501,Scourge Precision Light Missile,21
24688,Rokh,21
24690,Hyperion,21
28334,Republic Fleet Depleted Uranium M,21
2945,Dual 425mm AutoCannon II,21
30028,Combat Scanner Probe I,21
31185,Medium Polycarbon Engine Housing II,21
31592,Small Bay Loading Accelerator II,21
31600,Medium Hydraulic Bay Thrusters I,21
31622,Medium Warhead Calefaction Catalyst I,21
31886,Federation Navy Garde,21
31942,Federation Navy Omnidirectional Tracking Link,21
31946,Imperial Navy Large Remote Capacitor Transmitter,21
33474,Mobile Depot,21
45604,Proteus Offensive - Hybrid Encoding Platform,21
47923,Veles Supratidal Entropic Disintegrator,21
5649,Mark I Compact Reinforced Bulkheads,21
9135,425mm Medium 'Scout' Autocannon I,21
10678,125mm Railgun I,20
12005,Ishtar,20
12620,Javelin S,20
12779,Hail L,20
14240,Shadow Serpentis Remote Tracking Computer,20
16067,Caldari Navy Torpedo Launcher,20
17738,Machariel,20
18937,Corpus X-Type Explosive Armor Hardener,20
193,EMP M,20
212,Mjolnir Light Missile,20
23035,Caldari Navy Iridium Charge M,20
255,Radio L,20
25950,Large Egress Port Maximizer I,20
28284,'Augmented' Infiltrator,20
2905,250mm Light Artillery Cannon II,20
31274,Small Ionic Field Projector I,20
31414,Medium Semiconductor Memory Cell II,20
31868,Imperial Navy Curator,20
32819,Medium Ice Harvester Accelerator I,20
35683,Hecate,20
47932,Baryon Exotic Plasma L,20
593,Tristan,20
7327,Dual 150mm Prototype Gauss Gun,20
12052,50MN Microwarpdrive I,19
1317,Expanded Cargohold I,19
14268,True Sansha Stasis Webifier,19
15466,Standard Drop Booster,19
15753,Republic Fleet 10MN Afterburner,19
16273,Liquid Ozone,19
16495,Medium Inductive Compact Remote Capacitor Transmitter,19
17619,Caldari Navy Hookbill,19
1855,Ship Scanner II,19
18682,Corelum C-Type 10MN Afterburner,19
19015,Coreli A-Type Small Armor Repairer,19
19021,Corpum A-Type Medium Armor Repairer,19
19046,Centus X-Type Large Armor Repairer,19
19179,Pithi A-Type Small Shield Booster,19
20159,High-grade Crystal Delta,19
2020,Large Cap Battery I,19
23039,Caldari Navy Iron Charge M,19
24663,Zor's Custom Navigation Hyper-Link,19
2476,Berserker I,19
25266,Gas Cloud Harvester I,19
25565,'Hypnos' Signal Distortion Amplifier I,19
25954,Large Semiconductor Memory Cell I,19
26376,Large Semiconductor Memory Cell II,19
27321,Caldari Navy Mjolnir Rocket,19
2817,Mjolnir Rage Rocket,19
28300,'Augmented' Vespa,19
28659,Paladin,19
29005,Optimal Range Disruption Script,19
29007,Tracking Speed Disruption Script,19
3122,Electron Blaster Cannon II,19
31570,Medium Hybrid Locus Coordinator II,19
31792,Capital Core Defense Field Extender I,19
41196,Sentient Signal Amplifier,19
4306,Naga,19
4399,Medium Processor Overclocking Unit II,19
45599,Legion Offensive - Assault Optimization,19
49790,ML-EKP 'Polybolos' Ballistic Control System,19
5239,EP-S Gaussian Scoped Mining Laser,19
10246,Mining Drone I,18
1403,Inertial Stabilizers I,18
14262,Dark Blood Stasis Webifier,18
18618,Veldspar Mining Crystal II,18
18708,Corpii A-Type Multispectrum Coating,18
20160,High-grade Crystal Epsilon,18
20347,200mm Steel Plates II,18
21937,Republic Fleet Titanium Sabot M,18
223,Iron Charge M,18
23109,Imperial Navy Xray L,18
23717,Medium Shield Maintenance Bot I,18
24494,Inferno Javelin Heavy Assault Missile,18
26444,Large Core Defense Capacitor Safeguard II,18
30993,Capital Trimark Armor Pump I,18
31680,Small Projectile Collision Accelerator I,18
31936,Navy Micro Auxiliary Power Core,18
33466,YO-5000 Rapid Heavy Missile Launcher,18
37292,Rapid Torpedo Launcher II,18
4292,Siege Module II,18
45611,Legion Propulsion - Intercalated Nanofibers,18
45620,Loki Propulsion - Intercalated Nanofibers,18
520,Gyrostabilizer I,18
623,Moa,18
7291,150mm Carbide Railgun I,18
7579,Modal Light Neutron Particle Accelerator I,18
8427,Small Azeotropic Restrained Shield Extender,18
8639,Large Asymmetric Enduring Remote Shield Booster,18
9367,1200mm Heavy 'Scout' Artillery I,18
10228,Zainou 'Gnome' Shield Management SM-703,17
11186,Malediction,17
11198,Stiletto,17
11202,Ares,17
1201,Wasp I,17
12771,Tremor M,17
13937,Dread Guristas Ballistic Control System,17
16529,Ionic Field Accelerator I,17
1875,Rapid Light Missile Launcher I,17
1973,Sensor Booster I,17
2018,Medium Cap Battery I,17
203,Scourge Cruise Missile,17
2109,Tracking Disruptor II,17
22546,Skiff,17
2363,Heat Sink I,17
23805,'Thurifer' Large Cap Battery,17
25956,Large Ancillary Current Router I,17
26288,Large Explosive Armor Reinforcer II,17
31063,Small Nanobot Accelerator I,17
31111,Small Auxiliary Thrusters II,17
31606,Medium Hydraulic Bay Thrusters II,17
31800,Small Core Defense Field Purger I,17
32774,Small Ancillary Shield Booster,17
41214,Thukker Small Cap Battery,17
41534,Zeugma Integrated Analyzer,17
4345,Gistum B-Type Multispectrum Shield Hardener,17
4529,Small I-a Enduring Armor Repairer,17
45619,Loki Propulsion - Interdiction Nullifier,17
45632,Loki Core - Augmented Nuclear Reactor,17
47885,Tetryon Exotic Plasma S,17
47924,Baryon Exotic Plasma S,17
5599,Type-D Restrained Nanofiber Structure,17
11357,Medium Remote Armor Repairer I,16
13259,Inherent Implants 'Squire' Capacitor Management EM-803,16
13263,Zainou 'Gnome' Shield Operation SP-903,16
13815,Dark Blood Mega Pulse Laser,16
13856,Nova Javelin Heavy Assault Missile,16
14047,Dread Guristas Shield Boost Amplifier,16
14136,True Sansha Power Diagnostic System,16
14236,Shadow Serpentis Sensor Booster,16
15463,Standard Mindflood Booster,16
15963,Imperial Navy Large EMP Smartbomb,16
16231,Cyclone,16
18933,Corpus X-Type EM Armor Hardener,16
18987,Corelum C-Type Medium Remote Armor Repairer,16
19229,Pithum A-Type Kinetic Shield Amplifier,16
19286,Pith X-Type Explosive Shield Hardener,16
23033,Caldari Navy Lead Charge M,16
23083,Imperial Navy Microwave S,16
24696,Harbinger,16
2567,Multispectral ECM II,16
2571,Gravimetric ECM II,16
266,Scourge Rocket,16
27315,Caldari Navy Inferno Rocket,16
31478,Small Energy Locus Coordinator I,16
31540,Medium Hybrid Collision Accelerator I,16
31746,Small Kinetic Shield Reinforcer II,16
31952,Caldari Navy Power Diagnostic System,16
33201,Scan Rangefinding Array II,16
33453,Dread Guristas Rapid Heavy Missile Launcher,16
33706,Light Hull Maintenance Bot I,16
33826,Sentient Omnidirectional Tracking Link,16
33852,Sentient Drone Navigation Computer,16
34562,Svipul,16
41202,Sentient Damage Control,16
41493,Capital Capacitor Booster II,16
4533,Small ACM Compact Armor Repairer,16
45598,Legion Offensive - Liquid Crystal Magnifiers,16
47270,Vedmak,16
48746,Overmind 'Goliath' Drone Tuner T25-10S,16
6437,Small C5-L Compact Shield Booster,16
6715,Small Focused Modal Laser I,16
7535,Modal Light Ion Particle Accelerator I,16
8023,Upgraded 'Malkuth' Rapid Light Missile Launcher,16
8177,Mark I Compact Capacitor Power Relay,16
11327,1600mm Crystalline Carbonide Restrained Plates,15
11355,Small Remote Armor Repairer I,15
11359,Large Remote Armor Repairer I,15
11999,Vagabond,15
12221,Medium Remote Capacitor Transmitter II,15
12263,Heavy Energy Nosferatu II,15
12563,Scorch S,15
12709,Target Painter I,15
12803,Javelin L,15
15862,Imperial Navy Mega Pulse Laser,15
16443,Medium Coaxial Compact Remote Armor Repairer,15
16469,Medium Infectious Scoped Energy Neutralizer,15
17478,Retriever,15
18945,Corpus X-Type Thermal Armor Hardener,15
19185,Gistum A-Type Medium Shield Booster,15
19225,Pithum A-Type Explosive Shield Amplifier,15
19927,Hypnos Scoped Magnetometric ECM,15
202,Mjolnir Cruise Missile,15
22544,Hulk,15
23075,Imperial Navy Xray S,15
24473,Nova Rage Rocket,15
24517,Mjolnir Precision Heavy Missile,15
24640,Zainou 'Deadeye' Guided Missile Precision GP-805,15
25812,Gas Cloud Harvester II,15
26020,Large Warhead Rigor Catalyst I,15
26406,Large Bay Loading Accelerator II,15
2655,Nova Precision Heavy Missile,15
27116,Inherent Implants 'Squire' Capacitor Management EM-805,15
28215,Bouncer II,15
2865,1200mm Artillery Cannon II,15
31039,Small Thermal Armor Reinforcer II,15
31079,Medium Remote Repair Augmentor II,15
31089,Small Salvage Tackle II,15
31456,Medium Energy Collision Accelerator I,15
31748,Medium Kinetic Shield Reinforcer II,15
32262,Black Eagle Drone Link Augmentor,15
32876,Corax,15
34288,Polarized 800mm Repeating Cannon,15
34317,Confessor,15
3616,Capital Remote Shield Booster I,15
36908,Antipharmakon Thureo,15
37298,Dual Giga Pulse Laser II,15
41191,Sentient Sensor Booster,15
41217,Thukker Medium Cap Battery,15
41459,CONCORD Capital Shield Extender,15
42244,Porpoise,15
45607,Loki Offensive - Projectile Scoping Array,15
45629,Proteus Core - Augmented Fusion Reactor,15
48113,Agency 'Hardshell' TB9 Dose IV,15
494,Dual 425mm AutoCannon I,15
608,Atron,15
620,Osprey,15
7373,250mm Compressed Coil Gun I,15
7449,425mm 'Scout' Accelerator Cannon,15
9947,Standard Crash Booster,15
11993,Cerberus,14
12767,Quake M,14
12828,Gleam L,14
13939,Domination Gyrostabilizer,14
14168,Dark Blood Heavy Energy Neutralizer,14
15480,Improved Exile Booster,14
16061,Caldari Navy Rapid Light Missile Launcher,14
16236,Coercer,14
17920,Bhaalgorn,14
18660,Gistum C-Type 10MN Afterburner,14
18688,Corelum B-Type 10MN Afterburner,14
18881,Corpum A-Type Energized Adaptive Nano Membrane,14
18979,Core X-Type Thermal Armor Hardener,14
19003,Corpii A-Type Small Armor Repairer,14
19057,Centum A-Type Medium Remote Armor Repairer,14
19660,Festival Launcher,14
20161,High-grade Crystal Omega,14
204,Inferno Cruise Missile,14
21096,Cynosural Field Generator I,14
2293,EM Shield Hardener I,14
24475,Inferno Rage Rocket,14
26068,Large Hyperspatial Velocity Optimizer I,14
2637,Inferno Precision Cruise Missile,14
26412,Large Warhead Flare Catalyst II,14
26452,Large Core Defense Operational Solidifier II,14
27252,Zainou 'Snapshot' Light Missiles LM-905,14
28680,Synth Mindflood Booster,14
31005,Medium EM Armor Reinforcer II,14
31023,Medium Kinetic Armor Reinforcer I,14
31033,Small Thermal Armor Reinforcer I,14
31107,Medium Auxiliary Thrusters I,14
31588,Medium Bay Loading Accelerator I,14
33816,Garmur,14
34290,Polarized Rocket Launcher,14
34292,Polarized Heavy Assault Missile Launcher,14
42205,Mid-grade Asklepian Beta,14
42206,Mid-grade Asklepian Gamma,14
42207,Mid-grade Asklepian Delta,14
42208,Mid-grade Asklepian Epsilon,14
45612,Legion Propulsion - Wake Limiter,14
47258,Shadow Serpentis Assault Damage Control,14
47914,Light Entropic Disintegrator II,14
49710,Kikimora,14
602,Kestrel,14
634,Exequror,14
649,Tayra,14
6721,Small Focused Anode Particle Stream I,14
7537,Limited Light Ion Blaster I,14
7583,Regulated Light Neutron Phase Cannon I,14
8135,Type-D Restrained Capacitor Flux Coil,14
8583,Medium Asymmetric Enduring Remote Shield Booster,14
9071,Dual 180mm 'Scout' Autocannon I,14
9521,Initiated Enduring Multispectral ECM,14
9568,Compact Thermal Shield Amplifier,14
9660,Compact Thermal Shield Hardener,14
10156,Strong Blue Pill Booster,13
11287,Cap Booster 400,13
12225,Large Remote Capacitor Transmitter I,13
12565,Conflagration S,13
13216,Zainou 'Gypsy' CPU Management EE-603,13
16521,'Malkuth' Rocket Launcher I,13
17922,Ashimmu,13
185,EMP S,13
18614,Pyroxeres Mining Crystal II,13
19038,Core X-Type Large Armor Repairer,13
19952,Umbra Scoped Radar ECM,13
215,Iron Charge S,13
22548,Mackinaw,13
22568,True Sansha Cruise Missile Launcher,13
22778,Warp Disrupt Probe,13
228,Uranium Charge M,13
2295,Thermal Shield Hardener I,13
23111,Imperial Navy Ultraviolet L,13
23119,Imperial Navy Radio L,13
234,Lead Charge L,13
23523,Heavy Armor Maintenance Bot I,13
24694,Maelstrom,13
247,Radio M,13
250,Standard M,13
25563,Signal Distortion Amplifier II,13
260,Xray L,13
26394,Large Hybrid Burst Aerator II,13
27327,Caldari Navy Nova Rocket,13
27351,Caldari Navy Inferno Torpedo,13
28332,Republic Fleet Depleted Uranium L,13
28678,Synth Frentix Booster,13
29248,Magnate,13
31027,Small Kinetic Armor Reinforcer II,13
31061,Capital Trimark Armor Pump II,13
31083,Small Salvage Tackle I,13
31220,Small Gravity Capacitor Upgrade II,13
31822,Small Core Defense Operational Solidifier II,13
32925,Unit W-634's Modified Drone Damage Amplifier,13
33846,Dread Guristas Drone Damage Amplifier,13
33904,Capital Transverse Bulkhead II,13
3898,Quafe Zero,13
41491,Capital Capacitor Booster I,13
42204,Mid-grade Asklepian Alpha,13
4346,Gistum A-Type Multispectrum Shield Hardener,13
447,Warp Scrambler I,13
45617,Proteus Propulsion - Hyperspatial Optimization,13
45630,Proteus Core - Friction Extension Processor,13
458,Heavy Pulse Laser I,13
5493,Type-D Restrained Expanded Cargo,13
583,Condor,13
584,Griffin,13
644,Typhoon,13
6633,Dual Afocal Light Maser I,13
7407,Dual 250mm Prototype Gauss Gun,13
7787,Regulated Mega Neutron Phase Cannon I,13
8103,Advanced 'Limos' Heavy Missile Bay I,13
9808,Large YF-12a Smartbomb,13
10692,125mm Compressed Coil Gun I,12
10884,X-Large Clarity Ward Enduring Shield Booster,12
11279,1600mm Steel Plates I,12
11985,Basilisk,12
11987,Guardian,12
12633,Tremor S,12
12807,Spike L,12
13956,True Sansha Large Armor Repairer,12
13957,Dark Blood Large Armor Repairer,12
14126,Domination Overdrive Injector,12
14134,Dark Blood Power Diagnostic System,12
16057,Republic Fleet 800mm Repeating Cannon,12
16278,Ice Harvester I,12
16385,Upgraded Energized Adaptive Nano Membrane I,12
16439,Small Solace Scoped Remote Armor Repairer,12
16451,Large Coaxial Compact Remote Armor Repairer,12
183,Fusion S,12
19107,Corpum C-Type Medium Energy Nosferatu,12
19173,Gistii A-Type Small Shield Booster,12
19500,Zor's Custom Navigation Link,12
201,EMP L,12
229,Plutonium Charge M,12
23729,Valkyrie SW-600,12
23894,'Page' Capacitor Flux Coil I,12
252,Xray M,12
26086,Large Core Defense Operational Solidifier I,12
27377,Caldari Navy Mjolnir Cruise Missile,12
27429,Caldari Navy Nova Cruise Missile,12
28197,Heavy Armor Maintenance Bot II,12
28270,'Integrated' Hammerhead,12
29340,Osprey Navy Issue,12
2998,Noctis,12
31736,Medium Explosive Shield Reinforcer II,12
31742,Medium Kinetic Shield Reinforcer I,12
35788,Missile Guidance Computer I,12
37624,Corpii A-Type Small Energy Neutralizer,12
43554,Information Command Burst II,12
444,Survey Scanner I,12
45588,Legion Defensive - Nanobot Injector,12
45613,Tengu Propulsion - Interdiction Nullifier,12
47255,EFFA Compact Assault Damage Control,12
483,Miner I,12
49791,Frostline 'Clavicula' Integrated Analyzer,12
501,Heavy Missile Launcher I,12
5403,Faint Scoped Warp Disruptor,12
587,Rifter,12
6131,Type-E Enduring Cargo Scanner,12
622,Stabber,12
628,Arbitrator,12
643,Armageddon,12
648,Badger,12
6485,M51 Benefactor Compact Shield Recharger,12
7089,Mega Anode Pulse Particle Stream I,12
7247,75mm Prototype Gauss Gun,12
7669,Anode Ion Particle Cannon I,12
8333,Beta Reactor Control: Shield Power Relay I,12
9209,650mm Medium Carbine Howitzer I,12
11989,Oneiros,11
12023,Deimos,11
1244,Overdrive Injector System I,11
12631,Quake S,11
12775,Barrage L,11
13953,Dread Guristas X-Large Shield Booster,11
14045,Domination Shield Boost Amplifier,11
14100,Domination Tracking Enhancer,11
14206,Shadow Serpentis Large Plasma Smartbomb,11
14256,Dread Guristas Warp Scrambler,11
17703,Imperial Navy Slicer,11
17709,Omen Navy Issue,11
17713,Stabber Fleet Issue,11
17718,Phantasm,11
17728,Megathron Navy Issue,11
18616,Scordite Mining Crystal II,11
18698,Core X-Type 100MN Afterburner,11
18845,Corpum C-Type Energized Thermal Membrane,11
18941,Corpus X-Type Kinetic Armor Hardener,11
19053,Centum C-Type Medium Remote Armor Repairer,11
19223,Pithum B-Type EM Shield Amplifier,11
19931,Compulsive Scoped Multispectral ECM,11
20349,400mm Steel Plates II,11
225,Iridium Charge M,11
22782,Interdiction Sphere Launcher I,11
23103,Imperial Navy Radio M,11
242,Standard S,11
24541,Scourge Precision Cruise Missile,11
25736,Large EM Armor Reinforcer I,11
26380,Large Energy Burst Aerator II,11
2647,Inferno Precision Light Missile,11
27367,Guristas Inferno Light Missile,11
28286,'Integrated' Ogre,11
2993,Dual Light Beam Laser II,11
31021,Small Kinetic Armor Reinforcer I,11
31322,Small Targeting System Subcontroller I,11
31594,Medium Bay Loading Accelerator II,11
31604,Small Hydraulic Bay Thrusters II,11
31894,Republic Fleet Bouncer,11
31916,Imperial Navy 800mm Steel Plates,11
33820,Barghest,11
37479,Micro Jump Field Generator,11
40351,25000mm Steel Plates II,11
41058,Shadow Serpentis Heavy Stasis Grappler,11
42530,Skirmish Command Burst I,11
4310,Tornado,11
45602,Tengu Offensive - Magnetic Infusion Basin,11
45610,Legion Propulsion - Interdiction Nullifier,11
45624,Legion Core - Energy Parasitic Complex,11
491,425mm AutoCannon I,11
49773,Heavy Mutadaptive Remote Armor Repairer II,11
52227,Abyssal Damage Control,11
5301,Kapteyn Compact Sensor Dampener,11
563,Light Ion Blaster I,11
598,Breacher,11
607,Imicus,11
629,Rupture,11
9608,Compact Kinetic Shield Hardener,11
9678,Large 'Vehemence' Shockwave Charge,11
11283,Cap Booster 150,10
12824,Aurora L,10
13821,True Sansha Dual Heavy Pulse Laser,10
14001,True Sansha Multispectrum Coating,10
14114,Domination 500MN Microwarpdrive,10
14128,Dark Blood Reactor Control Unit,10
14258,True Sansha Warp Scrambler,10
14266,Dread Guristas Stasis Webifier,10
14767,Estamel's Modified Multispectrum Shield Hardener,10
15675,Caldari Navy Co-Processor,10
15831,Federation Navy Heavy Ion Blaster,10
15893,Republic Fleet Warp Scrambler,10
16233,Prophecy,10
16375,Prototype Compact Kinetic Armor Hardener I,10
16383,Prototype Compact Thermal Armor Hardener I,10
16489,Medium Radiative Scoped Remote Capacitor Transmitter,10
17476,Covetor,10
17928,Daredevil,10
1808,EM Shield Amplifier I,10
18612,Plagioclase Mining Crystal II,10
18670,Gistii A-Type 1MN Afterburner,10
18694,Corelum A-Type 10MN Afterburner,10
18873,Corpum A-Type Energized Explosive Membrane,10
189,Depleted Uranium M,10
18947,Centus X-Type Thermal Armor Hardener,10
19119,Corpus X-Type Heavy Energy Nosferatu,10
19141,Gistum C-Type Medium Remote Shield Booster,10
19204,Pith B-Type X-Large Shield Booster,10
19281,Gist X-Type EM Shield Hardener,10
19303,Pith B-Type Shield Boost Amplifier,10
20307,Scourge Heavy Assault Missile,10
20891,True Sanshas Xray L,10
21484,'Full Duplex' Ballistic Control System,10
226,Lead Charge M,10
227,Thorium Charge M,10
23029,Caldari Navy Uranium Charge M,10
23045,Caldari Navy Thorium Charge L,10
23077,Imperial Navy Ultraviolet S,10
23107,Imperial Navy Gamma L,10
23525,Curator I,10
2512,Mjolnir Rocket,10
263,Cap Booster 25,10
26304,Large Cargohold Optimization II,10
27339,Caldari Navy Mjolnir Torpedo,10
27914,Bomb Launcher I,10
28302,'Integrated' Warrior,10
28304,'Augmented' Warrior,10
30999,Medium EM Armor Reinforcer I,10
31069,Small Nanobot Accelerator II,10
31073,Medium Remote Repair Augmentor I,10
31085,Medium Salvage Tackle I,10
31123,Small Cargohold Optimization II,10
31286,Small Particle Dispersion Augmentor I,10
31298,Small Particle Dispersion Projector I,10
31532,Small Hybrid Burst Aerator II,10
31652,Medium Warhead Rigor Catalyst II,10
31668,Small Projectile Burst Aerator I,10
31682,Medium Projectile Collision Accelerator I,10
31740,Small Kinetic Shield Reinforcer I,10
31798,Capital Core Defense Field Extender II,10
37546,Guidance Disruptor II,10
37625,Corpum C-Type Medium Energy Neutralizer,10
377,Small Shield Extender I,10
3995,Large EMP Smartbomb II,10
40334,Missile Range Disruption Script,10
40335,Missile Precision Disruption Script,10
42209,Mid-grade Asklepian Omega,10
4308,Talos,10
44993,Pacifier,10
45618,Proteus Propulsion - Localized Injectors,10
45625,Tengu Core - Electronic Efficiency Gate,10
4609,Large I-a Enduring Armor Repairer,10
47028,Neural Lace 'Blackglass' Net Intrusion 920-40,10
47269,Damavik,10
5299,LFT Enduring Sensor Dampener,10
568,Heavy Neutron Blaster I,10
575,Ion Blaster Cannon I,10
603,Merlin,10
624,Maller,10
6635,Dual Modulated Light Energy Beam I,10
7663,Modal Ion Particle Accelerator I,10
9127,220mm Medium 'Scout' Autocannon I,10
9453,720mm Carbine Howitzer I,10
10629,Rocket Launcher I,9
10868,Medium Clarity Ward Enduring Shield Booster,9
10876,Large Clarity Ward Enduring Shield Booster,9
10880,Large C5-L Compact Shield Booster,9
12042,Ishkur,9
12344,200mm Railgun I,9
12745,Occator,9
13256,Inherent Implants 'Noble' Hull Upgrades HG-1003,9
13933,Dread Guristas Rocket Launcher,9
13965,Dread Guristas EM Shield Hardener,9
14264,Domination Stasis Webifier,9
14276,200mm Compressed Coil Gun I,9
15905,Caldari Navy Shield Boost Amplifier,9
16275,Strontium Clathrates,9
1818,Scourge Auto-Targeting Heavy Missile I,9
184,Phased Plasma S,9
18672,Gistum A-Type 10MN Afterburner,9
18943,Centus X-Type Kinetic Armor Hardener,9
19105,Corpii A-Type Small Energy Nosferatu,9
19111,Corpum A-Type Medium Energy Nosferatu,9
19205,Pith A-Type Large Shield Booster,9
19206,Pith A-Type X-Large Shield Booster,9
19213,Pithum C-Type Kinetic Shield Amplifier,9
19315,Corelum C-Type 50MN Microwarpdrive,9
19726,Phoenix,9
1977,Tracking Computer I,9
2104,Remote Tracking Computer II,9
2117,Burst Jammer II,9
2193,Praetor I,9
221,Plutonium Charge S,9
224,Tungsten Charge M,9
22576,Ice Harvester Upgrade I,9
23093,Imperial Navy Xray M,9
233,Iridium Charge L,9
23561,Garde I,9
23731,Warrior SW-300,9
24639,Zainou 'Deadeye' Target Navigation Prediction TN-905,9
24692,Abaddon,9
2559,Ladar ECM II,9
256,Microwave L,9
2563,Magnetometric ECM II,9
258,Standard L,9
27188,Poteque 'Prospector' Astrometric Rangefinding AR-806,9
27345,Caldari Navy Scourge Torpedo,9
28274,'Integrated' Hobgoblin,9
28652,Covert Jump Portal Generator I,9
28665,Vargur,9
31113,Medium Auxiliary Thrusters II,9
31163,Capital Hyperspatial Velocity Optimizer I,9
31238,Small Memetic Algorithm Bank I,9
31282,Medium Ionic Field Projector II,9
31626,Small Warhead Calefaction Catalyst II,9
31628,Medium Warhead Calefaction Catalyst II,9
33151,Brutix Navy Issue,9
33828,Sentient Omnidirectional Tracking Enhancer,9
34306,Large Higgs Anchor I,9
34487,Syndicate Reinforced Bulkheads,9
3554,Cap Booster 100,9
36910,Antipharmakon Iokira,9
37299,Dual Giga Beam Laser II,9
3955,Medium EMP Smartbomb II,9
41054,Heavy Gunnar Compact Stasis Grappler,9
41411,Networked Sensor Array,9
42835,Sensor Optimization Charge,9
4302,Oracle,9
43894,Small Command Processor I,9
45596,Loki Defensive - Augmented Durability,9
46000,Agency 'Pyrolancea' DB7 Dose III,9
46006,Agency 'Overclocker' SB7 Dose III,9
5219,Dual Modulated Pulse Energy Beam I,9
523,Small Armor Repairer I,9
631,Scythe,9
633,Celestis,9
657,Iteron Mark V,9
7127,Mega Modulated Energy Beam I,9
7333,Dual 150mm Compressed Coil Gun I,9
8537,Small S95a Scoped Remote Shield Booster,9
11178,Raptor,8
11311,400mm Crystalline Carbonide Restrained Plates,8
